sim_beta_c_cCond,sim_beta_e_cCond,sim_beta_c_eCond,sim_beta_e_eCond,sim_alpha,sim_q_init,fit_beta_c_cCond,fit_beta_e_cCond,fit_beta_c_eCond,fit_beta_e_eCond,fit_alpha,fit_q_init
1.3879,-1.1932,2.2483,4.1219,-2.2696,2.0104,1.2771,-1.2485,3.6908,5.079,-2.3533,1.7962
0.76085,4.1806,1.9918,2.8692,0.39231,2.4857,0.55715,3.7662,1.9274,2.8601,0.72228,2.3954
-0.817,1.7411,-0.20233,1.987,1.2062,-2.2511,0.28524,1.8477,1.3328,2.326,1.1117,-2.4447
-0.71448,2.5141,2.4715,1.7453,1.8107,3.9279,-0.44806,2.606,2.8179,2.1558,1.7031,4.0794
1.7004,-1.3778,2.3868,3.6672,0.28632,1.8687,1.5582,-1.4571,2.9489,4.3938,0.075674,1.9191
-0.25311,1.1154,-0.73582,3.5846,0.44464,2.0293,0.86448,0.15125,-0.53732,5.2716,-0.62376,1.3306
-0.8917,1.8715,-1.5637,3.2943,-0.017164,2.3126,0.22747,1.7738,1.0261,3.6583,0.54264,2.7028
-1.1307,4.3891,-0.49421,-0.51636,0.21106,3.2906,-0.39223,4.5991,-0.88001,0.078874,-0.31858,1.6411
-0.093255,0.42057,-0.85804,1.9864,1.49,0.77793,-1.8243,0.65177,0.14135,1.835,1.9122,1.1094
2.3527,-0.26082,-0.66092,2.5597,-0.73252,1.9788,2.3495,1.3985,-1.2227,3.122,-1.6049,0.95909
3.2113,1.4705,0.70366,3.0569,-0.8421,2.6789,3.0258,2.288,0.2132,2.9716,-0.56208,2.7584
3.2253,2.9253,2.4467,-1.6806,-2.6315,0.28341,2.3487,2.5423,1.4267,-0.48807,-1.3572,0.88821
-1.2374,-1.3348,1.0651,0.55186,-0.41199,3.7361,-2.2276,-1.7366,1.3116,0.8886,-1.4995,2.2892
-1.4938,-0.79827,-1.1714,-0.094916,-3.7387,-2.0489,0.18683,-0.43052,-1.3729,-1.9132,-1.0351,-0.2287
0.082463,-0.62595,0.53015,2.0004,-2.3165,2.7122,-0.27349,-0.76209,1.526,2.3254,-2.4703,2.0957
-1.2848,3.356,1.5984,-1.2794,-3.0487,2.1179,0.015191,3.6087,1.0092,-0.022014,-3.2621,2.4697
0.29684,1.656,-1.8597,2.4977,0.60873,-1.7947,0.91957,1.9722,-1.2961,2.6673,-0.084463,-1.295
3.0036,3.7633,-1.7674,1.7179,0.081192,-2.0658,3.1025,4.4492,-0.64253,1.6615,-0.23925,-1.5588
1.5946,-0.34531,-1.0213,-0.84605,-3.7193,-0.13088,-0.15718,0.56636,-0.68894,0.46989,-1.7609,0.047637
2.0064,2.2363,-0.92597,-0.13839,-0.35095,1.636,1.9119,2.1698,-0.23508,0.34107,-0.89045,1.3051
-1.2315,2.4513,1.7167,1.6848,0.58856,1.2573,0.38224,2.3102,2.0481,2.0575,0.55596,1.8274
0.029258,-0.5617,-0.22192,-0.84172,0.45054,3.7761,0.64809,0.79849,-1.4566,-0.34268,-2.2338,1.5481
3.1952,-0.91945,1.1459,-1.9615,-3.1698,1.4167,3.5116,0.17579,1.317,0.19745,-3.3135,1.106
1.4522,0.40029,-1.325,0.57274,-1.4616,-0.50167,1.5518,-0.51541,-9.9054e-05,0.31018,-1.8192,-0.53094
-0.94184,-1.689,1.2242,0.16959,0.81418,-1.9192,-1.1956,-0.32344,1.1504,-0.18835,1.8276,-2.5962
0.0088652,-1.7985,-1.1118,1.9458,-1.5991,-2.491,-0.30841,-0.40091,0.51555,2.1926,-1.7989,-1.553
0.13097,1.131,-0.62211,2.9697,-3.0055,2.67,-0.82909,1.2149,2.938,2.1617,-2.7648,3.0998
-0.27977,1.5566,0.70939,3.5144,1.1873,2.4321,0.27134,1.7368,0.61265,3.3717,0.73999,1.874
1.676,0.41425,-0.60119,3.2285,-2.1227,3.2119,1.2338,0.60274,0.14993,2.6865,-2.1696,3.151
-0.34968,-0.43587,-1.8431,1.0997,1.5352,-2.2027,-0.49072,0.13074,-1.8161,1.2295,2.1926,-1.4274
1.1584,1.4945,0.37568,-1.0832,-0.43385,2.6046,1.766,0.10765,0.45556,-0.64955,-0.71584,3.2387
2.0935,-1.7679,0.43433,-0.86804,1.0785,3.5702,2.0224,0.95273,0.58177,-1.4651,1.5624,3.6898
2.5271,2.2986,-0.36042,3.2482,-1.0358,-1.8052,2.5165,1.7849,-1.5153,2.8592,-0.69852,-3.4853
-0.18005,2.5144,2.591,1.8793,-0.68473,1.8584,-0.92262,2.96,2.4714,1.7114,-0.4336,1.9343
1.4095,1.6672,-0.51927,2.6401,1.2977,0.68407,1.6571,1.1478,-0.14345,2.8784,0.92612,0.52472
1.3124,0.25241,-1.3894,3.7959,-3.9006,-1.7163,0.83853,-0.12759,0.15313,3.1723,-3.2397,-3.7461
-1.026,0.22409,2.3124,1.9374,-3.2385,-0.89029,-0.97389,-0.93887,2.668,1.7602,-3.2963,-0.82417
2.0659,3.8635,0.70836,2.5862,-3.8995,0.028437,0.95573,1.6817,-0.21906,1.0055,-1.8719,0.080436
2.5527,-0.13885,1.9711,2.706,-1.3425,-1.063,2.1369,1.3637,1.965,2.313,-1.1189,-1.4533
0.063317,1.9853,2.6754,2.9052,0.30461,2.1019,0.84677,1.8914,2.7252,3.0459,0.76705,2.2462
2.3208,3.6325,2.0293,-1.1286,-0.9694,3.5222,-0.60554,3.9574,1.8343,0.073865,-0.82571,3.0564
1.3402,4.4,-0.83711,-1.884,-2.8649,-1.5601,0.10174,3.9166,-0.69353,-0.70384,-2.4301,-2.3491
-1.177,0.89258,2.0552,0.89587,0.037027,-1.1498,0.10372,0.9239,2.1544,0.80714,-0.051088,-1.1659
0.18298,2.8531,-1.7716,0.31943,0.93522,-2.1349,0.1946,2.625,-1.7843,-0.31117,0.62839,-2.2053
0.0098206,-0.14335,2.0151,-1.5683,-0.63913,0.97945,-1.3025,0.59126,2.0021,-0.0042651,-0.52068,1.5135
1.229,0.61058,2.3816,-0.46684,-2.5226,2.4789,0.31319,1.0142,2.352,-0.19715,-2.2072,3.7827
-1.5204,3.1992,1.6349,-0.93548,-1.896,3.9173,-0.16356,3.7408,2.0857,-1.3925,-2.1566,2.8833
2.0175,0.035579,-0.28104,1.2088,-2.1021,-1.1254,2.3902,-0.010636,1.4047,0.91447,-2.575,-0.43156
1.7855,0.48539,-1.0648,0.51393,-2.8696,2.153,2.0646,2.2604,-1.2073,2.491,-3.2482,0.66952
2.5547,4.2199,-1.8192,-1.1509,-2.8999,4.3191,0.07794,3.5056,-0.76894,0.12695,-3.7265,2.4355
3.0171,4.0788,1.4989,4.0579,-2.5724,3.8744,3.5785,3.3242,0.035388,3.59,-3.0003,3.3566
0.54905,4.3578,1.54,4.2036,-0.89742,1.9868,-0.038041,4.4839,-0.6565,3.964,-0.32393,3.6116
2.8368,2.467,1.1878,3.0674,-1.226,-0.99677,2.908,2.399,1.5373,2.8591,-1.2599,-1.1635
1.1008,4.0284,0.76771,-2.0581,-1.0214,-2.4343,-0.063106,4.1714,-0.41003,-0.27543,-1.0423,-2.2916
1.8004,-0.20594,2.5288,4.1327,-1.0578,3.4231,1.966,-0.2596,2.193,4.2239,-1.3206,2.8783
-1.1415,0.046823,-1.8103,-2.1754,-1.3585,-2.0504,-1.2027,-0.31096,-2.1596,-0.88938,0.31542,2.1964
3.2359,-1.1364,1.7239,0.68671,0.56523,2.876,3.0515,0.077462,1.6946,0.84617,0.74881,2.4079
-0.60175,2.6591,0.24623,0.10337,-0.032201,4.5944,-0.01927,3.0394,0.13203,0.9435,-0.41313,2.6088
2.2304,0.41836,0.7525,2.4739,-1.0447,4.4806,1.9883,0.67641,0.49888,2.1841,-1.0774,4.4839
0.43924,-0.10853,-0.067539,3.2906,0.029765,0.20825,-0.22489,-0.0056151,-0.63091,2.9838,0.72279,0.445
0.57275,-0.99713,1.4383,-0.96235,-3.4614,-0.941,-1.0144,0.84816,-0.58626,0.27624,-3.9504,-1.8473
2.92,3.6235,-0.15052,0.75842,-2.8362,3.7644,0.11173,3.309,-0.22576,1.1381,-4.0854,2.8502
0.6702,2.2861,0.093877,0.81342,-2.0456,3.7077,-0.041565,2.4982,-0.066247,0.97262,-2.1009,3.3725
-1.1698,1.4834,2.106,-1.1587,-3.9734,4.3684,-0.5046,2.2312,0.03614,2.7167,-3.5806,2.4746
0.74862,3.253,0.83767,1.8416,-2.3904,-0.27014,-1.1161,2.8162,-1.0389,1.1849,-1.4313,-0.34913
2.832,-1.2965,0.87847,-1.644,-2.7288,-0.87746,2.7887,0.24873,1.4525,-0.15569,-2.7433,-1.3318
-0.63118,2.3579,-1.547,3.381,-3.0709,0.36781,-1.5594,0.9939,-1.178,2.1232,-1.6813,1.2034
1.9584,-0.43043,-1.2074,2.6857,-2.1292,-0.20511,1.3649,0.64917,-0.40991,2.136,-1.3823,-0.17556
2.8185,0.21272,-1.9155,-0.85459,-2.7014,1.6361,2.4727,1.9762,-1.2149,0.25078,-1.9724,2.1468
2.3734,2.6189,-1.7566,3.3434,-3.6949,-1.6638,2.8447,0.16857,0.11339,3.4656,-4.117,-2.4481
0.83238,4.3806,0.15238,1.1098,-0.82664,3.0122,0.17347,5.1276,0.33676,0.93616,-0.77088,3.1945
1.7373,2.8629,1.1004,-0.59906,-2.9981,2.9893,-0.59959,3.0719,1.4141,-1.2577,-2.8303,2.6172
-1.5,2.9482,-0.092081,-0.13757,-0.094101,4.5283,0.18211,2.8204,-0.010573,-1.2244,0.18778,4.842
1.1781,-0.76463,-1.0375,2.2245,0.79372,-1.779,0.70515,0.66153,-2.0565,2.1775,2.253,-1.3796
-1.2706,2.9878,-1.4348,1.4606,-3.2216,1.2823,-0.40508,2.4986,0.37737,0.82249,-3.0804,2.0288
2.9118,3.5849,0.45819,0.19109,-3.1706,0.26875,1.9261,1.4514,0.69932,-1.5224,-1.6127,2.4542
-1.0958,0.84241,-0.95204,1.3254,-0.29397,3.5836,-1.7947,1.5357,-1.0429,1.5819,-1.0204,2.279
1.716,1.3031,-0.26459,-0.45685,0.4011,3.1257,1.7292,1.5665,0.43214,-0.5218,0.85413,3.1263
1.0989,3.2303,1.4615,1.9669,-3.6546,1.8375,0.0030807,3.703,-0.59034,2.094,-3.0802,2.3959
-0.56637,-0.49273,-0.75363,3.9827,-0.6118,-0.098354,-0.94027,-1.8389,0.22926,3.6836,0.62745,-0.19984
-1.1293,3.6985,1.1809,1.1773,-0.45554,-1.6382,0.16247,3.7745,0.61498,1.601,-0.48895,-1.4157
-0.084456,3.707,2.5324,2.8443,0.89269,3.8669,0.43866,4.0595,2.5601,2.8862,0.55236,3.6163
2.6538,2.2255,-1.3284,3.9138,-3.0371,4.3503,3.2263,0.42361,0.12107,3.2831,-3.5087,3.1074
2.2488,2.5391,0.49664,3.0491,-3.0712,3.1815,1.6077,2.8882,3.0123,2.6146,-2.8251,3.0117
1.7619,-0.86388,1.5222,-0.1083,-0.14107,-0.022781,1.51,0.64709,0.94373,-1.2292,0.0077283,-0.3337
1.675,1.4503,-2.0285,-1.6578,-0.72433,0.88822,1.9435,1.4733,-1.13,-1.7026,-0.28834,1.0165
2.6231,-1.2724,2.5959,2.7053,-2.2441,2.8956,2.6056,-0.963,2.4335,2.4958,-2.1649,3.6724
0.65,1.6678,-0.46559,-1.7266,0.038934,2.3685,0.33673,1.7926,-0.05034,-2.3752,-0.10345,3.6244
-0.99063,-0.62858,-1.994,-1.7633,-0.11491,2.4439,-0.79801,-0.37211,0.27983,0.33868,-2.426,-0.7636
2.4439,0.75479,-1.7943,-0.36703,-1.0738,-2.4558,2.2422,1.0958,-1.0422,-0.56038,-1.2158,-1.4911
-0.23835,1.0572,1.0121,3.8819,0.24766,3.7661,0.7064,0.67334,1.1303,3.8931,0.3505,4.0188
-1.375,3.9979,1.4507,-0.8743,-0.90376,3.6388,0.78086,3.8798,1.645,-0.17636,-1.4364,2.0427
1.5364,0.79114,0.80103,3.8266,1.3646,2.8927,1.4366,0.68008,2.5019,4.3381,1.1908,3.1127
-1.0752,2.2811,0.53183,-0.093031,1.812,3.9544,-1.2073,2.433,1.0723,-1.0411,1.4383,3.4141
-0.64071,0.47064,-1.1043,4.1459,1.7389,-2.2117,-0.088366,-0.28719,0.086879,3.9403,2.2769,-2.718
2.8685,-0.63833,1.5777,1.0429,-3.308,0.22805,1.853,-0.984,1.04,0.26321,-1.763,1.5467
-0.77778,-1.4949,0.53063,2.3821,-3.6515,1.3582,-1.2129,-0.91642,2.385,-0.30017,-4.1756,1.2695
-0.056659,-1.4806,-1.7222,4.1674,-2.5607,2.5564,0.34451,-1.3216,1.1779,4.2429,-2.7169,2.3842
-0.4354,-0.88584,0.88702,3.0044,-1.9416,3.74,-0.25426,-1.1096,3.1601,4.4102,-2.1685,3.3875
0.30316,0.30319,1.5047,3.0371,-2.2304,1.8895,-0.24256,0.84208,-0.10413,3.1189,-2.2819,2.2135
0.70509,2.6379,2.0861,-0.27316,1.4122,4.6466,-1.0094,2.8983,1.9784,-1.2581,1.6558,2.6137
-1.1598,2.3848,-1.8549,-0.26879,-0.69699,3.867,-0.66578,2.3622,-0.35619,-1.3928,-0.82516,3.5686
-0.28442,-0.81904,1.779,1.6682,1.098,2.9938,-0.69739,-0.67602,1.8646,1.6873,0.72185,2.3829
0.36833,-0.45136,-0.70855,4.3583,-2.0854,4.5377,0.88789,0.11958,-0.23575,4.7268,-2.373,3.1276
2.3524,1.3211,2.5822,-0.96224,0.032463,2.8187,2.3117,1.7473,2.6955,-0.83817,0.47739,2.1627
-1.1663,3.399,-0.69624,1.1525,1.608,-2.134,2.1722,3.4062,-1.0543,0.99822,1.0423,-3.2227
-1.1357,0.96674,0.92646,1.3809,0.90915,2.9297,0.7509,0.69584,1.0467,1.455,1.1569,3.1015
-1.3666,3.4186,0.95799,-1.6513,0.30375,3.6274,-0.86236,3.8461,1.4603,-1.7408,-0.42883,1.955
0.8258,-1.0831,-0.065018,1.2283,-3.6904,3.2861,-0.58361,0.90614,-0.14888,1.2371,-2.6187,2.6342
2.4469,-0.46889,-1.0333,-0.43085,-0.76154,2.0608,3.4015,2.6055,-0.66414,-0.14571,-0.99643,0.62147
2.108,1.8103,0.62707,2.3409,0.78399,-0.75257,1.9397,1.8994,0.076516,2.4466,0.88681,-1.0392
-1.0032,1.7419,-0.74598,1.1899,-0.33467,2.9054,-0.66082,2.094,-1.2692,1.4065,-0.79842,1.4174
-0.93522,3.782,-0.56002,3.3853,0.29843,4.5438,2.785,4.0805,0.00012003,3.3552,-0.27308,2.3026
-1.1658,-0.27395,0.34013,2.0099,1.0505,0.8883,-1.0577,-0.68436,0.67619,1.8651,1.5146,1.0691
3.1096,3.1413,0.26846,2.7126,-3.3349,3.6313,-0.077396,3.7132,0.084793,4.4029,-2.6796,2.9233
2.639,2.0415,2.1649,-1.9215,-4.0642,4.1709,0.091652,3.2438,0.55153,2.4041,-3.5501,3.2007
2.5796,0.90097,-0.59146,0.30539,0.11838,3.5225,2.5528,1.3929,-0.82711,0.92552,0.23898,3.3736
-1.3568,2.5048,-1.7468,3.063,-1.772,3.1111,0.42167,2.7955,0.67136,3.3637,-2.138,2.1739
0.97508,1.5681,-1.4032,1.1844,0.79181,-0.14686,0.99987,1.4722,-0.83074,1.2098,1.7711,-0.26374
0.42469,-1.293,-1.6784,3.8613,-2.1195,3.2185,0.85579,-1.3169,0.029073,4.283,-2.6639,1.7264
1.1477,0.10243,-1.1357,1.978,1.7644,1.8262,1.0911,-0.26219,-0.97459,1.678,1.6134,3.3277
1.3348,0.1829,1.5439,-1.8267,-2.7954,-2.5689,0.86295,1.7009,2.3916,-0.22485,-3.3526,-0.99313
2.3732,0.5658,-0.17594,3.8401,-0.64673,-0.8423,1.8006,0.91756,1.0096,3.08,1.0649,-3.2497
-0.45981,4.2129,2.3354,-1.8102,-2.745,-0.1905,-0.14727,3.3984,1.5524,-0.37472,-1.9061,-0.44352
-0.67732,3.7947,-0.89756,-0.42405,-1.3224,-1.0796,-0.86574,3.6384,-0.66731,-0.021157,-1.2639,-1.0532
0.34774,2.7643,-2.0653,2.0555,1.7096,3.355,-0.18058,2.8811,-0.93602,1.9406,1.6062,2.6698
2.7765,3.0532,2.2439,3.8733,-2.5366,4.1237,2.8652,2.4926,0.14796,3.4805,-2.9712,3.2917
-0.34255,4.0618,2.4619,-1.0555,-3.9285,0.30435,-0.58686,3.2601,0.74499,-0.39785,-3.0325,0.73614
1.7712,2.8617,-0.72469,2.573,-0.15662,2.0485,0.71706,2.9622,-1.3424,2.3299,-0.19083,1.782
0.16569,3.4269,-1.2026,-0.86633,-2.1237,4.4299,-0.091776,4.0871,-0.060453,0.33092,-2.9581,1.7823
1.2335,4.3083,1.0785,-2.0234,-3.8798,1.9282,0.053652,3.603,-0.49358,0.38199,-3.4511,2.3167
-1.2564,2.9539,1.1731,3.3355,-0.55992,3.932,-0.79562,2.9626,0.94313,3.1524,-0.73614,3.0781
-1.3789,-0.27589,2.5616,0.12582,-1.499,-2.3877,-0.076768,-0.30853,2.4748,0.42583,-1.2805,-2.2001
2.2931,0.36555,-0.72003,-0.47049,-3.1009,4.3962,2.3159,1.9977,-0.70105,0.1583,-3.1925,3.0128
0.35322,3.5652,-2.0295,2.7666,-2.1446,-0.46541,-0.16282,3.0315,-0.81882,2.0115,-1.4044,-0.95855
0.71863,-1.1532,1.4654,1.7045,-4.1061,4.3627,-0.50555,0.66598,0.14815,2.748,-3.8956,2.4228
-1.389,2.1363,-0.87749,1.6011,-2.9211,-1.3803,-0.63754,2.5238,-1.2576,1.582,-2.8218,-1.2011
2.9066,1.8084,2.6931,1.1783,-0.79358,0.031579,2.9298,0.78525,2.8784,1.2856,-1.065,-0.052245
1.5455,-0.53451,-1.8561,2.2698,1.3208,2.19,1.5199,-0.48169,0.027537,2.7034,0.16972,1.668
1.4059,2.7402,1.599,4.189,-1.3743,-1.9518,0.67604,2.3594,1.3713,3.6661,-0.78509,-3.9232
-0.38634,3.1518,-1.133,4.0645,1.2065,3.221,0.28568,3.3236,-0.11679,3.9305,1.761,2.1237
1.1806,1.8805,0.074377,0.81295,-2.2686,-0.31507,1.32,1.7542,0.95202,-0.25459,-1.7853,0.35722
1.192,1.6359,0.7189,0.30633,0.94781,-1.7465,1.0827,1.5799,0.73519,0.54721,1.7274,-2.1225
2.7546,-1.1566,1.1738,2.845,-3.2658,1.5546,2.7207,1.6139,-0.18937,3.3987,-3.2764,1.2385
1.9366,0.35642,-0.8341,0.93269,-0.087685,0.99271,1.9904,-0.99563,-1.465,0.48131,-0.042975,1.389
2.3509,0.59811,-0.35667,-0.79469,-2.2648,-0.88512,2.1025,2.2923,-1.1341,0.1902,-1.8761,-1.0078
3.0637,-1.6555,2.2941,1.7313,1.3702,0.51509,2.8149,-0.56757,2.1198,1.839,1.5745,0.72832
2.1477,3.1884,-2.0174,0.82205,-0.16438,-2.2756,1.2155,2.7587,-1.3176,0.65677,0.13833,-3.284
-0.017114,-1.1729,0.27966,-1.0564,-1.0815,-1.0853,-1.2927,-0.22426,0.26454,-1.2263,0.26265,-1.3043
3.2556,0.24644,-0.02619,-1.2571,-2.7065,-2.409,3.4909,2.7081,0.69619,1.4714,-3.0534,-1.1706
-0.065605,3.5088,-1.0602,-2.1132,1.8106,4.028,3.0413,4.016,-0.17971,-0.92561,1.2617,3.4981
-0.05294,3.5441,-0.6945,3.1319,1.44,-1.6337,-0.14949,3.2283,-0.46283,3.3648,1.5103,-2.3685
0.74644,0.14701,-0.089702,1.4243,-0.27747,2.9684,1.1546,-0.90203,-0.74655,1.774,-0.92415,2.011
-0.26665,3.3289,1.3616,1.2687,-2.4646,-1.7884,-0.23932,3.6052,1.1317,1.0097,-2.5255,-1.5164
1.0405,0.027191,0.8045,-0.87746,0.013326,3.73,0.73092,0.90876,0.83309,-0.6137,0.072388,4.2403
-0.20968,3.7543,0.56278,-1.3487,-4.1027,4.457,0.071841,3.4557,0.40275,0.42511,-3.6671,2.572
-1.1124,3.7365,-1.6672,2.3047,0.2567,-0.086539,0.92301,3.6716,-1.0904,2.434,0.38592,-0.10011
2.0817,-0.79946,-2.0011,0.042242,-2.7865,3.3055,2.1279,-0.063131,-0.18017,0.059752,-2.5222,2.934
0.099744,2.9112,0.26412,2.2177,-0.37161,-1.8427,-0.27994,3.0881,0.17587,2.5141,-0.86148,-1.3751
0.34473,3.4718,1.5793,2.512,-0.87013,2.9418,-0.88315,3.4947,1.2769,2.2337,-0.53201,4.1297
1.1768,-0.76374,-0.49939,-0.65205,-1.1461,3.2061,1.2424,0.44065,-1.3952,0.016771,-0.94746,2.0689
-0.021184,-0.54301,1.7399,1.4726,-0.93572,-0.79669,-0.74953,-1.0872,1.0246,1.008,0.93212,-0.22628
1.0484,2.1571,-1.382,0.99717,0.52403,4.2307,0.88706,2.2788,-0.2583,1.0909,0.28066,4.0549
1.1655,3.6464,-1.4553,3.9517,-1.0939,0.12192,1.3061,2.9396,-0.99622,3.2303,0.001238,0.33392
3.0809,0.51837,-0.08739,3.0964,-0.59275,3.6127,2.9417,0.47668,2.1504,3.7588,-0.84411,2.8286
0.13059,2.3444,2.2347,-0.090571,-3.8137,-2.0727,1.4296,2.015,2.1142,-0.014613,-3.4852,-2.1865
-1.4014,0.119,0.90214,-0.67977,1.2098,0.31953,0.056388,-1.2546,1.0847,-1.0393,0.15694,2.2465
0.52763,2.3085,1.3258,4.0295,1.1397,-2.4766,-1.2052,2.1659,0.23609,3.7725,1.9643,-3.2416
2.871,1.677,1.3195,2.4974,1.6196,4.1361,3.0872,2.1622,1.6726,2.7526,1.2417,3.2945
-0.35025,2.3541,-0.83437,-1.9684,-0.93562,3.8564,0.39718,2.7444,-0.09372,-1.4479,-1.2544,2.4063
-0.78629,-0.04611,0.30113,2.7894,-2.8646,1.7722,-0.75443,0.46435,2.1719,2.4719,-2.8126,1.7791
3.2536,-1.5894,-0.37163,-0.82823,0.87155,-1.9068,3.2844,-0.62459,-0.56412,0.12095,1.8668,-1.5082
-0.090977,3.0054,1.4057,3.3343,1.7635,1.3543,-0.7945,3.4551,2.0494,3.9254,0.49769,0.92124
-1.2267,2.9835,2.6491,0.5659,1.3588,-2.2708,0.32537,2.7003,2.9333,0.97081,1.3323,-2.953
-0.35548,3.2043,2.2913,-0.30748,-2.9661,2.2818,-0.64381,2.9765,1.6342,0.77248,-2.3342,4.1562
0.92522,1.977,2.1695,0.51765,0.040566,0.68909,-0.031599,2.1079,2.1137,-0.29562,-0.011299,0.50503
1.7902,0.018982,0.8264,-0.1338,-2.9909,-0.86786,0.78401,1.1793,-0.50923,0.50304,-1.7487,-1.3382
0.02452,1.5733,1.9491,0.25005,0.13634,0.78465,0.32124,1.1929,1.7815,0.45906,0.67714,1.8024
0.62302,-1.6437,1.17,4.0227,0.22965,-1.7819,0.25576,-1.2481,1.5863,4.5567,0.45824,-2.6472
-1.086,0.95849,0.786,2.9921,1.8105,3.6253,-0.0079174,0.7512,0.70498,2.7331,1.6873,2.8187
-0.93852,2.8188,-0.3902,3.3762,0.51391,2.1151,-1.0014,3.0517,1.5526,3.5344,0.17952,1.8365
3.11,3.6389,-1.5646,0.65024,-0.5344,4.4337,3.728,4.6027,-0.17114,0.95262,-0.82611,2.9804
2.6393,1.4575,0.759,-1.4288,-2.203,2.9272,2.8198,1.9071,1.1468,-0.42974,-1.8919,3.2234
2.5278,-1.4636,1.0102,1.5425,0.56114,0.75898,2.6047,-0.78261,0.8271,1.3556,0.67869,0.38896
0.70347,2.9475,0.65245,3.1562,-0.88481,-0.78568,0.79335,2.8857,-0.51332,2.7893,-0.41798,-0.87171
1.1599,3.5973,1.8599,2.3784,-0.30296,3.7606,-0.18877,3.1365,1.8489,2.082,-0.2881,4.2577
-0.012498,-0.91484,-0.26809,1.3006,-0.15985,-1.5543,0.11126,-0.37977,-1.2294,1.5908,-0.94722,-0.92378
-0.43193,4.4004,2.0662,1.5124,0.67738,2.6412,-0.051338,5.0887,1.9804,1.3505,0.87515,3.0975
-0.16784,-0.57083,0.48921,4.0408,-3.8617,-1.1002,0.27131,-0.29047,-0.016606,3.1826,-3.0798,-2.5449
1.2812,0.4308,0.71039,0.16154,-2.3919,3.3487,1.5611,-0.98897,1.4864,-0.81978,-2.5736,3.1867
0.55989,-1.2564,-1.6721,-0.08111,-2.7339,1.2073,-0.64421,-1.1287,0.472,-0.80539,-1.4778,1.802
3.2444,-0.4261,-0.51942,2.7598,-2.4042,-0.73536,2.7851,-0.33117,1.2801,2.8103,-2.1572,-0.82828
-0.3558,0.59298,2.0566,-0.32449,-1.3685,0.37011,-1.4821,1.2474,1.5907,-0.24345,-0.95118,-0.00077305
1.5336,0.88202,-0.91551,-1.3072,0.46535,4.0592,1.7443,1.148,-0.80464,-0.97184,0.47072,3.794
-1.5458,2.3959,1.2239,-0.26318,-1.9821,3.834,1.6216,2.549,1.8625,-0.56024,-2.7212,2.0131
1.8182,2.8676,-1.6497,-2.0218,-1.0239,0.62732,1.7866,3.8509,-1.0996,-0.0098369,-2.0216,0.1721
1.9761,4.0798,1.2888,1.7402,0.15507,-0.92816,1.3607,4.587,1.3401,1.8516,0.02748,-0.38407
1.2433,-1.5963,2.1145,1.1329,-1.8159,-2.3177,0.93832,-0.64622,1.8452,0.78845,-1.3101,-3.9127
3.1738,0.38807,1.3223,2.3767,0.63719,1.4358,3.0187,1.5421,1.2166,2.1672,1.2594,1.9034
1.2392,3.4184,-1.467,3.9709,1.4531,4.3968,-0.15843,3.3731,0.34708,3.8979,1.4632,1.9194
0.69798,-0.088145,1.9068,1.5622,0.62781,-1.2124,0.53381,-0.81954,1.8157,1.9867,0.29647,-1.1874
-0.34537,0.77784,-0.60431,-0.23666,0.59697,-0.16812,-0.59067,0.93726,-0.39236,0.18596,1.6811,-0.50973
1.158,2.9429,0.27046,3.4016,0.32384,3.399,2.8095,3.2337,-0.41966,3.288,0.74046,4.1143
2.5134,3.5606,2.0395,4.1551,-0.70985,-2.4311,2.6209,3.5082,1.6716,4.059,-0.57409,-2.7952
3.0848,-0.65404,-1.5415,-0.28746,0.39562,-2.365,2.7731,1.7527,-0.6903,-0.5364,0.74916,-2.2105
1.0223,0.79654,-1.6352,-1.8014,-1.3482,0.35931,0.54237,2.0134,-0.66241,-0.26979,-1.7481,0.47053
-0.03091,3.3673,0.85098,-0.42437,0.5481,0.95351,0.056007,4.0172,0.84626,-0.87215,0.82354,0.41504
3.007,-1.4721,0.74688,2.8169,-0.82403,-1.701,2.9898,-0.64064,0.91245,3.325,-0.85587,-1.3353
0.74634,1.8639,1.8635,3.9114,-0.092455,-1.4753,0.97264,1.6811,1.8683,4.1271,0.64122,-1.4144
1.4148,1.867,0.41468,1.2764,0.89138,1.0591,1.9844,2.2667,0.74234,0.97963,0.64022,1.3156
-0.00088743,3.2584,-0.83094,-1.9732,-3.7774,1.6909,0.0048222,3.6672,-0.48571,-0.67138,-3.2561,2.3662
1.0797,3.491,2.208,1.1031,1.1125,-1.8229,2.5648,3.8863,2.0936,1.2696,1.4872,-2.3493
1.5871,2.416,1.507,0.22255,-1.6379,-0.91572,0.54563,2.8093,1.1253,1.1164,-1.3846,-0.95181
-1.5204,0.54807,0.5951,-1.2498,0.8559,3.346,-0.50468,0.68954,1.1652,-1.3003,0.23763,2.6926
-0.63245,1.1698,1.8523,-0.19888,-2.3465,2.0315,0.91274,-0.55711,1.8782,-1.2139,-2.6369,1.714
2.6846,0.34534,2.1787,2.3538,-2.2749,-2.327,2.4267,0.31665,1.2705,2.5058,-2.1144,-3.0194
0.17936,3.8603,0.34656,0.5263,-1.7919,3.3417,-0.30236,4.124,0.18715,0.7035,-1.7246,3.6944
